country,region,targtype1,targsubtype1,weaptype(hot = 1),weaptype1,nkill,nwound
42,11,14,71,0,9,0,5
42,11,14,75,0,9,3,0
43,3,19,99,0,9,,
43,3,21,107,0,9,0,0
43,3,21,107,0,9,0,0
43,3,21,107,0,9,0,0
43,3,21,107,0,9,0,0
43,3,21,107,0,9,0,0
43,3,3,23,0,9,1,0
43,3,3,23,0,9,1,5
43,3,3,25,0,9,0,10
43,3,10,54,0,12,0,0
43,3,3,25,0,12,0,7
43,3,21,107,0,11,0,0
43,3,21,107,0,11,0,0
43,3,21,107,0,11,0,0
43,3,3,22,0,10,0,0
43,3,7,46,1,6,0,0
43,3,14,76,1,6,0,0
43,3,7,45,1,6,0,0
43,3,4,34,1,6,0,0
43,3,7,45,1,6,0,0
43,3,6,43,1,6,0,1
43,3,14,79,1,6,0,0
43,3,1,3,1,6,,0
43,3,1,3,1,6,0,0
43,3,1,3,1,6,0,0
43,3,1,3,1,6,0,0
43,3,8,50,1,6,0,0
43,3,1,,1,6,0,2
43,3,2,21,1,6,0,0
43,3,14,76,1,6,0,0
43,3,2,14,1,6,0,0
43,3,4,34,1,6,0,0
43,3,2,18,1,6,0,0
43,3,2,21,1,6,0,0
43,3,1,7,1,6,,
43,3,14,81,1,6,0,1
43,3,1,3,1,6,0,0
43,3,1,7,1,6,0,0
43,3,2,21,1,6,0,0
43,3,14,82,1,6,0,0
43,3,7,46,1,6,0,0
43,3,1,,1,6,0,0
43,3,1,6,1,6,0,0
43,3,1,5,1,6,0,0
43,3,19,100,1,6,0,0
43,3,14,76,1,6,0,0
43,3,14,79,1,6,0,0
43,3,2,21,1,6,1,0
43,3,10,54,1,6,,
43,3,1,3,1,6,0,0
43,3,1,3,1,6,0,0
43,3,8,50,1,6,0,0
43,3,1,5,1,6,0,0
43,3,1,3,1,6,0,0
43,3,14,76,1,6,0,0
43,3,4,27,1,6,0,0
43,3,10,53,1,6,0,0
43,3,2,15,1,6,0,0
43,3,1,,1,6,0,0
43,3,14,77,1,6,0,0
43,3,1,7,1,6,0,0
43,3,10,54,1,6,0,2
43,3,14,76,1,6,,
43,3,1,3,1,6,,
43,3,10,53,1,6,0,0
43,3,1,3,1,6,0,0
43,3,1,3,1,6,0,0
43,3,3,25,1,6,1,0
43,3,1,3,1,6,0,0
43,3,2,18,1,6,1,0
43,3,8,50,1,6,0,0
43,3,1,3,1,6,0,0
43,3,1,3,1,6,0,0
43,3,1,6,1,6,1,2
44,4,6,42,0,9,0,0
44,4,3,25,0,9,2,0
44,4,1,4,0,9,1,0
44,4,2,15,0,9,0,2
44,4,2,18,0,9,0,2
44,4,2,18,0,9,0,1
44,4,6,42,0,9,0,1
44,4,6,42,0,9,0,0
44,4,14,71,0,9,2,1
44,4,3,25,0,9,3,1
44,4,3,25,0,9,2,5
44,4,14,71,0,9,184,
44,4,14,71,0,9,,
44,4,1,2,0,9,11,10
44,4,14,67,0,9,22,14
44,4,3,22,0,9,6,4
44,4,3,22,0,9,,
44,4,10,53,0,9,0,1
44,4,19,100,0,9,33,143
44,4,3,25,0,9,2,0
44,4,14,67,0,9,0,3
44,4,2,18,0,9,3,0
44,4,19,100,0,9,0,7
44,4,1,11,0,9,2,5
44,4,14,77,0,9,5,0
44,4,2,21,0,9,48,7
44,4,14,73,0,9,48,6
44,4,15,87,0,9,1,0
44,4,19,100,0,9,1,9
44,4,4,39,0,9,11,4
44,4,3,25,0,9,,
44,4,19,100,0,9,1,0
44,4,3,25,0,9,3,0
44,4,14,67,0,9,1,6
44,4,1,5,0,9,50,
44,4,14,67,0,9,0,9
44,4,3,25,0,10,0,0
44,4,14,67,0,10,8,22
44,4,3,25,0,10,1,
45,3,21,108,0,9,0,0
45,3,14,77,0,9,6,0
45,3,14,67,0,9,4,0
45,3,1,,0,9,,
45,3,20,,0,9,2,0
45,3,8,49,0,9,1,0
45,3,10,53,0,9,2,0
45,3,15,85,0,9,1,0
45,3,14,68,0,9,10,0
45,3,10,54,0,9,1,0
45,3,14,68,0,9,1,0
45,3,14,67,0,9,10,0
45,3,14,75,0,9,1,0
45,3,1,,0,9,1,0
45,3,14,76,0,9,8,0
45,3,10,53,0,9,1,0
45,3,14,67,0,9,1,60
45,3,14,67,0,9,4,0
45,3,14,67,0,9,30,0
45,3,14,82,0,9,1,0
45,3,14,68,0,9,0,0
45,3,10,53,0,9,1,0
45,3,1,,0,9,3,0
45,3,14,72,0,9,1,0
45,3,14,67,0,9,20,0
45,3,12,62,0,9,0,0
45,3,14,67,0,9,15,
45,3,14,67,0,9,28,0
45,3,14,68,0,9,1,0
45,3,14,77,0,9,,
45,3,15,85,0,9,0,1
45,3,14,67,0,9,1,0
45,3,14,67,0,9,2,0
45,3,14,71,0,9,17,0
45,3,14,82,0,9,1,0
45,3,14,83,0,9,2,0
45,3,10,54,0,12,,
45,3,2,18,0,12,0,0
45,3,21,106,0,11,0,0
45,3,21,107,0,11,0,0
45,3,21,107,0,11,0,0
45,3,21,108,0,11,0,0
45,3,1,,0,10,1,1
45,3,6,42,1,6,0,0
45,3,10,55,1,6,0,0
45,3,1,7,1,6,,
45,3,7,46,1,6,1,0
45,3,1,3,1,6,0,0
45,3,1,3,1,6,,
45,3,1,11,1,6,0,6
45,3,1,11,1,6,0,0
45,3,8,49,1,6,0,5
45,3,1,3,1,6,0,0
45,3,6,42,1,6,0,0
45,3,6,43,1,6,0,0
45,3,1,3,1,6,0,0
45,3,1,5,1,6,0,0
45,3,1,7,1,6,0,0
45,3,16,89,1,6,0,0
45,3,1,3,1,6,0,0
45,3,1,3,1,6,0,0
45,3,1,3,1,6,0,0
45,3,1,3,1,6,0,0
45,3,1,3,1,6,0,0
45,3,21,108,1,6,0,0
45,3,21,108,1,6,0,0
45,3,1,7,1,6,0,0
45,3,19,100,1,6,0,0
45,3,2,21,1,6,0,0
45,3,2,21,1,6,0,0
45,3,14,79,1,6,0,0
45,3,21,107,1,6,0,0
45,3,21,108,1,6,0,0
45,3,21,108,1,6,0,0
45,3,21,106,1,6,0,0
45,3,21,106,1,6,0,0
45,3,21,108,1,6,,
45,3,21,108,1,6,0,0
45,3,21,108,1,6,0,0
45,3,21,108,1,6,0,0
45,3,19,99,1,6,1,7
45,3,21,108,1,6,0,0
45,3,21,108,1,6,0,0
45,3,21,108,1,6,0,0
45,3,21,108,1,6,0,0
45,3,10,54,1,6,0,1
45,3,1,,1,6,0,0
45,3,1,,1,6,0,0
45,3,15,85,1,6,0,0
45,3,6,43,1,6,0,0
45,3,2,15,1,6,0,0
45,3,2,15,1,6,0,0
45,3,2,18,1,6,1,1
45,3,1,7,1,6,0,0
45,3,2,15,1,6,0,0
45,3,2,15,1,6,0,2
45,3,2,15,1,6,0,2
45,3,2,21,1,6,0,0
45,3,2,18,1,6,0,0
45,3,8,49,1,6,0,0
45,3,14,77,1,6,0,0
45,3,7,45,1,6,0,0
45,3,14,76,1,6,0,0
45,3,2,15,1,6,0,0
45,3,2,15,1,6,0,0
45,3,1,,1,6,0,0
45,3,2,21,1,6,0,0
45,3,2,15,1,6,0,0
45,3,1,4,1,6,0,0
45,3,1,4,1,6,0,0
45,3,1,6,1,6,0,0
45,3,2,15,1,6,0,0
45,3,3,22,1,6,0,0
45,3,2,21,1,6,0,0
45,3,2,21,1,6,0,0
45,3,1,,1,6,0,0
45,3,1,,1,6,0,0
45,3,2,21,1,6,0,0
45,3,2,21,1,6,0,0
45,3,2,21,1,6,,
45,3,1,3,1,6,0,0
45,3,6,43,1,6,0,0
45,3,1,,1,6,0,0
45,3,2,21,1,6,0,0
45,3,1,7,1,6,0,0
45,3,1,4,1,6,0,0
45,3,1,4,1,6,0,0
45,3,1,4,1,6,0,0
45,3,1,,1,6,0,0
45,3,1,4,1,6,0,0
45,3,2,21,1,6,0,0
45,3,2,15,1,6,0,0
45,3,4,35,1,6,7,0
45,3,4,35,1,6,7,3
45,3,4,35,1,6,0,1
45,3,1,11,1,6,0,0
45,3,7,46,1,6,0,0
45,3,2,18,1,6,0,0
45,3,7,45,1,6,0,3
45,3,2,14,1,6,0,0
45,3,7,46,1,6,0,0
45,3,10,53,1,6,0,0
45,3,1,,1,6,0,0
45,3,2,21,1,6,0,0
45,3,14,82,1,6,0,0
45,3,2,15,1,6,0,0
45,3,1,11,1,6,,
45,3,14,73,1,6,0,0
45,3,3,26,1,6,1,0
45,3,2,21,1,6,0,0
45,3,4,35,1,6,7,4
45,3,2,21,1,6,0,0
45,3,4,27,1,6,0,0
45,3,1,,1,6,2,0
49,2,7,46,1,6,,
49,2,2,21,1,6,,
49,2,10,56,1,6,,
49,2,2,15,1,6,,
49,2,2,15,1,6,,
49,2,7,46,1,6,,
49,2,10,53,1,6,,
49,2,6,43,1,6,0,3
49,2,1,7,1,6,0,3
49,2,7,46,1,6,0,0
49,2,7,46,1,6,0,0
49,2,4,29,1,6,0,0
49,2,6,44,1,6,0,0
49,2,6,44,1,6,0,0
49,2,7,46,1,6,0,0
49,2,7,46,1,6,0,0
49,2,1,2,1,6,0,0
49,2,10,54,1,6,0,1
51,2,11,57,0,9,0,2
51,2,7,45,0,9,0,0
51,2,1,8,0,9,0,0
51,2,1,8,0,9,0,0
53,8,7,45,0,9,0,0
53,8,2,18,1,6,0,1
53,8,15,85,1,6,0,0
53,8,6,43,1,6,0,0
53,8,7,46,1,6,0,0
53,8,7,46,1,6,0,0
53,8,6,43,1,6,0,0
53,8,4,27,1,6,3,0
54,9,14,67,0,9,1,0
54,9,2,21,0,9,0,0
54,9,1,11,0,9,0,0
55,8,15,86,1,6,0,0
55,8,19,100,1,6,0,0
55,8,6,43,1,6,0,2
56,11,3,25,0,9,2,0
57,2,14,70,0,9,0,0
58,2,3,25,0,9,1,0
58,2,2,18,0,9,1,1
58,2,2,15,0,9,0,1
58,2,14,83,0,9,3,10
58,2,3,25,0,9,0,1
58,2,2,15,1,6,0,0
58,2,8,49,1,6,0,0
59,3,11,58,0,9,0,0
59,3,7,46,0,12,0,0
59,3,7,45,1,6,0,0
59,3,7,46,1,6,0,0
59,3,7,46,1,6,0,0
59,3,7,46,1,6,0,2
59,3,7,46,1,6,1,1
59,3,7,45,1,6,0,0
59,3,14,76,1,6,,
59,3,8,49,1,6,,
59,3,8,49,1,6,,
59,3,8,49,1,6,,
59,3,2,21,1,6,,
59,3,2,21,1,6,0,0
59,3,2,15,1,6,1,0
59,3,10,53,1,6,0,0
59,3,1,7,1,6,0,0
59,3,2,15,1,6,0,0
59,3,8,49,1,6,0,7
59,3,2,21,1,6,0,0
59,3,2,15,1,6,0,0
59,3,14,76,1,6,0,0
59,3,14,76,1,6,0,0
60,10,3,25,0,9,1,0
60,10,3,23,0,9,0,1
60,10,14,77,0,9,1,0
60,10,3,25,0,9,1,0
60,10,3,25,0,9,0,1
60,10,1,7,0,9,2,0
60,10,1,7,0,9,1,0
60,10,2,18,0,9,0,1
60,10,18,97,0,9,0,3
60,10,1,7,0,9,0,1
60,10,3,25,0,9,0,1
60,10,3,25,0,9,1,0
60,10,3,25,0,9,0,0
60,10,14,82,0,9,2,0
60,10,15,86,0,9,0,3
60,10,15,86,0,9,1,2
60,10,15,86,0,9,0,0
60,10,14,84,0,9,0,2
60,10,4,34,0,9,0,1
60,10,14,77,0,9,4,0
60,10,14,77,0,9,2,0
60,10,14,77,0,9,1,0
60,10,14,77,0,9,3,0
60,10,14,68,0,9,1,0
60,10,14,68,0,9,1,0
60,10,14,67,0,9,1,0
60,10,1,,0,9,1,0
60,10,3,25,0,9,0,2
60,10,14,84,0,9,0,1
60,10,14,77,0,9,1,0
60,10,15,86,0,9,1,1
60,10,6,42,1,6,0,2
60,10,6,42,1,6,0,0
60,10,14,79,1,6,0,0
60,10,2,21,1,6,1,4
60,10,15,86,1,6,0,8
60,10,15,86,1,6,1,0
61,2,22,109,0,9,3,0
61,2,20,,0,9,1,0
61,2,20,,0,9,6,0
61,2,20,,0,9,2,0
61,2,20,,0,9,2,0
61,2,4,,0,9,0,0
61,2,2,15,0,9,0,0
61,2,14,67,0,9,8,1
61,2,1,1,0,11,0,0
61,2,1,1,0,11,0,0
61,2,1,1,0,11,0,0
61,2,7,46,0,10,0,0
61,2,2,15,0,10,1,0
61,2,6,,1,6,0,0
61,2,7,46,1,6,0,0
61,2,1,4,1,6,0,0
61,2,3,22,1,6,0,0
61,2,7,46,1,6,0,0
61,2,14,74,1,6,,
61,2,14,77,1,6,,
61,2,8,49,1,6,0,0
61,2,2,15,1,6,0,0
61,2,2,21,1,6,,
61,2,8,49,1,6,0,0
61,2,4,27,1,6,0,0
61,2,2,18,1,6,0,0
61,2,7,46,1,6,,1
61,2,2,15,1,6,0,0
61,2,2,15,1,6,,
61,2,2,15,1,6,,
61,2,2,15,1,6,0,0
61,2,2,15,1,6,0,0
61,2,16,90,1,6,0,0
61,2,21,107,1,6,0,0
61,2,16,90,1,6,0,0
61,2,21,107,1,6,0,0
61,2,16,90,1,6,0,0
61,2,16,90,1,6,0,0
61,2,16,90,1,6,0,0
61,2,16,90,1,6,0,0
61,2,16,90,1,6,0,0
61,2,2,15,1,6,0,0
61,2,8,49,1,6,0,0
61,2,2,18,1,6,,
61,2,2,15,1,6,,
61,2,7,46,1,6,0,0
61,2,7,46,1,6,0,0
61,2,2,15,1,6,0,0
61,2,4,27,1,6,0,0
61,2,7,46,1,6,1,0
61,2,14,74,1,6,2,15
61,2,2,15,1,6,0,0
61,2,1,3,1,6,0,0
61,2,2,15,1,6,0,0
61,2,1,3,1,6,0,0
61,2,2,15,1,6,0,0
61,2,2,15,1,6,0,0
61,2,1,3,1,6,0,0
61,2,1,3,1,6,0,0
61,2,1,3,1,6,0,0
61,2,3,22,1,6,0,0
61,2,1,4,1,6,0,0
61,2,21,107,1,6,0,0
61,2,2,15,1,6,0,0
61,2,1,6,1,6,0,0
61,2,2,18,1,6,,
61,2,20,,1,6,3,0
61,2,10,54,1,6,3,2
61,2,1,9,1,6,0,0
61,2,14,75,1,6,0,0
61,2,3,22,1,6,9,0
61,2,2,15,1,6,,
61,2,2,15,1,6,,
61,2,2,15,1,6,0,5
61,2,4,27,1,6,9,0
61,2,2,21,1,6,7,0
61,2,2,21,1,6,0,0
61,2,1,3,1,6,,
61,2,3,25,1,6,0,1
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,19,100,1,6,0,0
61,2,7,46,1,6,0,0
61,2,3,22,1,6,,
61,2,10,54,1,6,0,0
61,2,1,5,1,6,,
61,2,1,5,1,6,,
61,2,2,21,1,6,,
61,2,2,21,1,6,,
61,2,1,5,1,6,,
61,2,1,5,1,6,,
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,3,22,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,1,5,1,6,0,3
61,2,4,27,1,6,0,1
61,2,1,1,1,6,0,0
61,2,2,15,1,6,,
61,2,2,15,1,6,,
61,2,1,7,1,6,0,0
61,2,1,7,1,6,0,0
61,2,1,7,1,6,0,0
61,2,1,7,1,6,0,0
61,2,2,21,1,6,7,30
61,2,2,21,1,6,0,0
61,2,2,15,1,6,0,0
61,2,14,79,1,6,1,2
61,2,2,14,1,6,0,0
61,2,2,18,1,6,0,0
61,2,1,,1,6,0,1
61,2,2,21,1,6,,
61,2,10,53,1,6,0,1
61,2,10,53,1,6,0,1
61,2,1,3,1,6,0,0
61,2,1,3,1,6,0,0
61,2,6,44,1,6,,
61,2,6,44,1,6,,
61,2,10,53,1,6,0,0
61,2,7,46,1,6,,
61,2,1,7,1,6,0,0
61,2,1,,1,6,,
61,2,1,3,1,6,1,0
61,2,2,14,1,6,0,0
61,2,8,48,1,6,0,0
61,2,1,7,1,6,0,0
61,2,10,54,1,6,0,0
61,2,8,49,1,6,0,0
61,2,2,15,1,6,0,0
61,2,2,18,1,6,0,0
61,2,3,23,1,6,0,0
61,2,1,7,1,6,0,0
61,2,1,5,1,6,0,0
61,2,2,21,1,6,7,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,,
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,2,21,1,6,0,0
61,2,1,7,1,6,0,0
61,2,2,21,1,6,0,0
61,2,7,46,1,6,0,0
61,2,1,8,1,6,,
61,2,1,3,1,6,0,0
61,2,1,3,1,6,0,0
61,2,1,3,1,6,0,0
61,2,14,76,1,6,,
61,2,1,11,1,6,0,0
61,2,1,9,1,6,0,0
61,2,1,11,1,6,0,0
61,2,10,53,1,6,0,0
61,2,1,7,1,6,,
61,2,1,7,1,6,,
61,2,1,,1,6,,
61,2,1,7,1,6,,
61,2,1,7,1,6,,
61,2,1,,1,6,,
61,2,1,7,1,6,,
65,11,14,71,0,9,10,30
65,11,2,21,1,6,0,0
67,12,2,14,0,9,1,0
68,8,13,65,0,9,0,1
69,8,2,21,0,9,0,0
69,8,19,100,0,9,1,0
69,8,1,7,0,9,0,0
69,8,6,43,0,9,0,0
69,8,14,71,0,9,1,0
69,8,14,68,0,9,2,0
69,8,2,18,0,9,2,0
69,8,6,43,0,9,1,0
69,8,7,46,0,9,0,0
69,8,7,46,0,9,0,0
69,8,7,46,0,9,0,0
69,8,1,8,0,9,0,0
69,8,14,67,0,9,0,0
69,8,15,85,0,9,0,1
69,8,14,68,0,9,0,1
69,8,14,69,0,9,0,1
69,8,14,69,0,9,0,3
69,8,4,34,0,9,0,1
69,8,1,8,0,9,0,
69,8,14,67,0,9,0,1
69,8,8,48,0,9,0,1
69,8,3,22,0,9,1,3
69,8,4,34,0,9,0,2
69,8,1,5,0,9,1,2
69,8,15,85,0,9,0,3
69,8,14,69,0,9,0,1
69,8,13,64,0,9,3,0
69,8,3,22,0,9,1,0
69,8,8,48,0,9,0,1
69,8,4,34,0,9,0,1
69,8,4,34,0,9,0,1
69,8,3,25,0,9,3,0
69,8,14,69,0,9,0,1
69,8,3,25,0,9,0,1
69,8,14,83,0,9,0,15
69,8,14,80,0,11,0,0
69,8,10,53,0,11,0,
69,8,14,67,0,10,0,11
69,8,4,34,0,10,0,3
69,8,7,46,1,6,0,0
69,8,6,43,1,6,0,0
69,8,1,11,1,6,0,0
69,8,6,43,1,6,0,0
69,8,1,7,1,6,0,0
69,8,6,44,1,6,0,0
69,8,7,46,1,6,0,0
69,8,13,,1,6,0,0
69,8,1,3,1,6,0,0
69,8,7,46,1,6,0,0
69,8,7,46,1,6,0,0
69,8,7,46,1,6,0,0
69,8,2,15,1,6,1,0
69,8,17,94,1,6,1,0
69,8,1,4,1,6,,
69,8,1,4,1,6,0,0
69,8,7,46,1,6,3,20
69,8,1,3,1,6,0,0
69,8,1,4,1,6,0,0
69,8,21,107,1,6,0,0
69,8,6,42,1,6,0,0
69,8,7,46,1,6,0,0
69,8,14,73,1,6,,
69,8,19,100,1,6,,
69,8,14,73,1,6,0,0
69,8,1,3,1,6,0,0
69,8,7,46,1,6,0,3
69,8,7,46,1,6,0,
69,8,14,82,1,6,0,0
69,8,10,53,1,6,0,2
69,8,10,53,1,6,0,0
69,8,6,43,1,6,0,0
69,8,1,7,1,6,2,34
69,8,14,79,1,6,0,0
69,8,1,4,1,6,0,0
69,8,6,43,1,6,0,0
69,8,1,10,1,6,0,0
69,8,14,81,1,6,0,0
69,8,6,42,1,6,,3
69,8,6,44,1,6,,20
69,8,21,,1,6,,
69,8,1,4,1,6,0,0
69,8,8,49,1,6,0,0
69,8,6,43,1,6,0,0
69,8,1,,1,6,0,0
69,8,7,46,1,6,0,0
69,8,21,107,1,6,0,0
69,8,1,4,1,6,0,0
69,8,1,7,1,6,0,0
69,8,1,4,1,6,,
69,8,7,45,1,6,,
69,8,7,46,1,6,0,0
69,8,18,95,1,6,0,0
69,8,10,56,1,6,0,0
69,8,13,,1,6,0,0
69,8,13,,1,6,0,0
69,8,7,46,1,6,0,0
69,8,4,27,1,6,0,0
69,8,21,,1,6,,
69,8,2,15,1,6,0,0
69,8,1,3,1,6,0,0
69,8,7,46,1,6,0,0
69,8,1,3,1,6,0,0
69,8,4,34,1,6,1,0
69,8,7,46,1,6,,
69,8,10,56,1,6,0,0
69,8,17,93,1,6,,
69,8,7,46,1,6,0,0
69,8,2,15,1,6,0,0
69,8,21,107,1,6,,
69,8,7,45,1,6,0,0
69,8,6,,1,6,0,0
69,8,7,46,1,6,0,0
69,8,7,46,1,6,0,0
69,8,7,46,1,6,,
69,8,1,5,1,6,,
69,8,1,5,1,6,,
69,8,1,5,1,6,0,0
69,8,7,46,1,6,0,0
69,8,1,4,1,6,0,0
69,8,2,14,1,6,0,0
69,8,1,,1,6,0,0
69,8,10,55,1,6,,
69,8,14,81,1,6,1,1
69,8,1,,1,6,,
69,8,1,7,1,6,0,0
69,8,2,21,1,6,0,0
69,8,14,82,1,6,0,0
69,8,2,21,1,6,0,0
69,8,6,43,1,6,,
69,8,14,84,1,6,1,1
69,8,1,11,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,6,1,6,0,7
69,8,1,,1,6,0,0
69,8,10,53,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,3,22,1,6,0,0
69,8,1,,1,6,0,0
69,8,2,15,1,6,0,0
69,8,21,,1,6,0,0
69,8,7,46,1,6,0,0
69,8,4,27,1,6,,
69,8,7,46,1,6,0,0
69,8,10,53,1,6,0,0
69,8,1,11,1,6,0,0
69,8,13,,1,6,0,0
69,8,2,21,1,6,0,0
69,8,3,22,1,6,0,0
69,8,21,107,1,6,0,0
69,8,18,95,1,6,0,1
69,8,1,3,1,6,0,0
69,8,10,53,1,6,0,0
69,8,10,53,1,6,,
69,8,16,89,1,6,0,0
69,8,10,56,1,6,0,2
69,8,10,53,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,7,1,6,0,0
69,8,1,7,1,6,0,0
69,8,16,89,1,6,0,0
69,8,14,80,1,6,0,0
69,8,7,46,1,6,0,0
69,8,1,9,1,6,0,3
69,8,2,18,1,6,0,0
69,8,3,23,1,6,0,0
69,8,10,55,1,6,0,0
69,8,10,54,1,6,0,0
69,8,1,7,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,8,1,6,0,0
69,8,21,107,1,6,,
69,8,19,100,1,6,,
69,8,2,21,1,6,,
69,8,19,100,1,6,0,0
69,8,2,18,1,6,,
69,8,3,22,1,6,0,0
69,8,4,27,1,6,0,0
69,8,1,,1,6,0,0
69,8,1,3,1,6,0,0
69,8,10,55,1,6,0,0
69,8,14,67,1,6,0,0
69,8,7,46,1,6,0,0
69,8,2,15,1,6,0,0
69,8,4,27,1,6,,
69,8,3,23,1,6,0,0
69,8,2,21,1,6,0,0
69,8,16,88,1,6,0,0
69,8,10,53,1,6,0,0
69,8,14,82,1,6,0,1
69,8,7,46,1,6,0,0
69,8,1,7,1,6,0,0
69,8,14,81,1,6,0,0
69,8,1,8,1,6,0,0
69,8,1,7,1,6,0,0
69,8,16,89,1,6,,
69,8,1,,1,6,0,0
69,8,1,,1,6,,
69,8,1,,1,6,0,0
69,8,1,,1,6,0,0
69,8,21,107,1,6,,
69,8,4,27,1,6,0,0
69,8,3,25,1,6,0,2
69,8,14,80,1,6,0,0
69,8,1,11,1,6,,
69,8,14,81,1,6,0,0
69,8,1,5,1,6,,
69,8,7,46,1,6,0,0
69,8,17,,1,6,0,1
69,8,4,34,1,6,0,0
69,8,1,5,1,6,0,0
69,8,1,,1,6,0,0
69,8,17,,1,6,0,0
69,8,4,34,1,6,,
69,8,1,7,1,6,0,7
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,17,93,1,6,1,0
69,8,1,5,1,6,0,0
69,8,7,46,1,6,0,0
69,8,2,21,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,1,11,1,6,0,0
69,8,2,18,1,6,0,0
69,8,14,70,1,6,0,26
69,8,8,50,1,6,0,0
69,8,1,5,1,6,,
69,8,1,3,1,6,,
69,8,1,3,1,6,,
69,8,1,3,1,6,,
69,8,1,3,1,6,,
69,8,1,3,1,6,,
69,8,1,3,1,6,,
69,8,1,3,1,6,,
69,8,1,3,1,6,,
69,8,2,21,1,6,0,0
69,8,10,53,1,6,0,0
69,8,1,,1,6,0,0
69,8,1,,1,6,0,0
69,8,2,21,1,6,0,0
69,8,2,21,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,3,22,1,6,0,0
69,8,2,15,1,6,0,0
69,8,3,22,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,3,22,1,6,0,0
69,8,1,3,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,1,11,1,6,0,0
69,8,14,76,1,6,0,0
69,8,14,76,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,20,,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,3,1,6,0,0
69,8,1,11,1,6,0,0
69,8,1,11,1,6,0,0
69,8,1,11,1,6,0,0
69,8,1,11,1,6,0,0
69,8,1,11,1,6,0,0
69,8,1,11,1,6,0,0
69,8,14,79,1,6,0,0
69,8,14,79,1,6,0,0
69,8,14,79,1,6,0,0
69,8,14,79,1,6,0,0
